polish,english,example,grammatical_type
zmarszczka,wrinkle/crinkle/ripple,,
zmiana,change,,
zmiażdżyć,to crush (once),,
zmieniać,to change (repeated),,
zmieniesz (zmienić),You will change,,
zmienić,to change (once),,
zmienię (zmienić),I will change,,
zmienny,fickle,,
zmień (zmienić),Change! (once),,
zmieścić się,to fit (once),,
zmniejszać,to decrease (repeated),,
zmniejszyć,to decrease (once),,
zmoczyć,to wet (once),,
zmrok,dark,,
zmusić się,to force (once),,
zmuszać się,to force (repeated),,
zmęczenie,tiredness/fatigue,,
zmęczyć się,to suffer II (once),,
znaczenie,meaning/importance/significance,,
znaczny,considerable,,
znajdować,to find (repeated),,
znakomity,outstanding/overwhelming,,
znaleźć,to find (once),,
znamienity,noble,,
zniechęcać,to discourage (repeated),,
zniechęcić,to discourage (once),,
zniechęcony,dispirited,,
znieść,to tolerate/endure/stand (once),,
znikać,to disappear/vanish (repeated),,
zniknąć,to disappear/vanish (once),,
zniszczyć,to devastate/destroy (once),,
znosić,to tolerate/endure/stand (repeated),,
znęcać się nad kimś/czymś,to ill-treat somebody/something,,
zostawiać,to leave behind I (repeated),,
zostawić,to leave behind I (once),,
zranić,to wound/hurt (once),,
zrań (zranić),Wound/hurt! (once),,
zredagować,to edit (once),,
zresztą,"anyway, after all, besides",,
zrozpaczony,desperate/despairing,,
zrywać,to sever/strip (repeated),,
zrzeszony w czymś,affiliated to/with something,,
zsunąć się,to slide off/down (once),,
zsuwać się,to slide off/down (repeated),,
zszarpany,shredded/torn/frayed,,
zupełnie,entirely,,
zużywać,to use up (repeated),,
zużyć,to use up (once),,
zwabiać,to lure (repeated),,
zwabić,to lure (once),,
zwalczać,to fight/combat (against) (repeated),,
zwalczyć,to fight/combat (against) (once),,
zwalniać,to reduce/release/vacate/dismiss (repeated),,
zważyć,to weigh (once),,
zwiedzaj (zwiedzać),Visit/sightsee! (repeated),,
zwiedzający,visitor,,
zwiedzam (zwiedzać),I am visiting/sightseeing,,
zwiedzasz (zwiedzać),You are visiting/sightseeing,,
zwiedzać,to visit/sightsee (repeated),,
zwiedzisz (zwiedzić),You will visit/sightsee,,
zwiedzić,to visit/sightsee (once),,
zwiedzę (zwiedzić),I will visit/sightsee,,
zwiedź (zwiedzić),Visit/sightsee! (once),,
zwierzyna,game (animal),,
związany,related/connected/tied,,
związek,relationship,,
zwiększać,to increase (repeated),,
zwiększyć,to increase (once),,
zwolnić,to reduce/release/vacate/dismiss (once),,
zwrot,turn/return,,
zwrotnica,train points,,
zwycięstwo,victory,,
zwycięzca,winner,,
zwyczajny,routine/regular/plain,,
zwłaszcza,especially,,
zyskać,to gain/win/profit (once),,
zyskiwać,to gain/win/profit (repeated),,
złamać,to break (once),,
zło,evil/wrong,,
złocisty,golden,,
złoszczę (złościć),I am angering,,
złowić,to catch/hunt (once),,
złościsz (złościć),You are angering,,
złościć,to anger (repeated),,
złość,anger,,
złożony,complex/compound,,
złudzenie,illusion,,
ćpun,junky,,
ćwiczyć,to exercise (repeated),,
łabędź,swan,,
ładować,to load (repeated),,
łagodny,gentle/smooth/mild,,
łam (łamać),Break! (repeated),,
łamać,to break (repeated),,
łamiesz (łamać),You are breaking,,
łamię (łamać),I am breaking,,
łapczywy,greedy,,
ławka,bench,,
łańcuch,chain,,
łokieć,elbow,,
łono,lap/bosom,,
łowić,to catch/hunt (repeated),,
łuk,bow,,
łuska,scale,,
łącznie,including/altogether,,
łączyć,to connect/combine (repeated),,
ściek,drain,,
ściemniać się,to darken (repeated),,
ściemnić się,to darken (once),,
ścierka,cleaning cloth,,
ścieżka,path,,
ściskać,to squeeze (repeated),,
ścisnąć,to squeeze (once),,
ścisnę (ścisnąć),I will squeeze,,
ścisły,accurate/precise,,
ściągać,to pull/draw (repeated),,
ściągnąć,to pull/draw (once),,
ściśniesz (ścisnąć),You will squeeze,,
ślad,footprint/track/trail/trace,,
śledztwo,investigation,,
śmiać się,to laugh (repeated),,
śmiej się (śmiać się),Laugh! (repeated),,
śmiejesz się (śmiać się),You are laughing,,
śmieję się (śmiać się),I am laughing,,
śmiertelny,mortal/lethal/fatal,,
śnić się,to dream about (repeated),,
śpieszyć,to hurry/rush (repeated),,
śpiwór,sleeping bag,,
środek,middle/centre,,
środkowy,central/middle,,
środowisko,(the) environment,,
świadectwo,certificate (esp. educational),,
świadek,witness,,
świadomy,deliberate/conscious,,
świeca,candle,,
świecisz (świecić),You are shining,,
świecić,to shine,,
świecę (świecić),I am shining,,
świt,dawn,,
świta,retinue/entourage,,
świąteczny,festive,,
świątynia,temple,,
święto,holiday,,
źle widziany,unwelcome,,
źródło,spring (of water),,
żaden,no/none/neither,,
żaglówka,sailing boat,,
żal,grief/remorse/grudge,,
żarówka,(light) bulb,,
żałować,to regret (repeated),,
żebro,rib,,
żeglarka,yachtsman/sailor (female),,
żeglarski,sailing/yachting,,
żeglarstwo,sailing/yachting,,
żeglarz,yachtsman/sailor (male),,
żeglować,to sail/navigate,,
żegnać,to say farewell (repeated),,
żelazko,(an) iron,,
żelazo,iron,,
żenić,to get married (to a woman) (repeated),,
żenować,to embarrass I (repeated),,
życiorys,C.V.,,
życzenie,wish,,
życzliwy,kind/friendly,,
żyjący,living I,,
żywy,living II,,
żądać,to demand I (repeated),,
